Voltage U1	Corriente IA
U1/V	IA/nA

7,00	0,01
7,03	0,01
7,05	0,01
7,08	0,01
7,10	0,01
7,13	0,01
7,15	0,01
7,17	0,01
7,20	0,01
7,22	0,01
7,25	0,01
7,27	0,01
7,30	0,01
7,32	0,01
7,35	0,01
7,37	0,01
7,39	0,01
7,42	0,01
7,44	0,01
7,47	0,01
7,49	0,01
7,52	0,01
7,54	0,01
7,57	0,01
7,59	0,01
7,61	0,01
7,64	0,01
7,66	0,01
7,69	0,01
7,71	0,01
7,74	0,01
7,76	0,01
7,78	0,01
7,81	0,01
7,83	0,01
7,86	0,01
7,88	0,01
7,91	0,01
7,93	0,01
7,96	0,01
7,98	0,01
8,00	0,01
8,03	0,01
8,05	0,01
8,08	0,01
8,10	0,01
8,13	0,01
8,15	0,01
8,18	0,01
8,20	0,01
8,22	0,01
8,25	0,01
8,27	0,01
8,30	0,01
8,32	0,01
8,35	0,01
8,37	0,01
8,40	0,01
8,42	0,01
8,44	0,01
8,47	0,01
8,49	0,01
8,52	0,01
8,54	0,01
8,57	0,01
8,59	0,01
8,62	0,01
8,64	0,01
8,66	0,01
8,69	0,01
8,71	0,01
8,74	0,01
8,76	0,01
8,79	0,01
8,81	0,01
8,84	0,01
8,86	0,01
8,88	0,01
8,91	0,01
8,93	0,01
8,96	0,01
8,98	0,01
9,01	0,01
9,03	0,01
9,05	0,01
9,08	0,01
9,10	0,01
9,13	0,01
9,15	0,01
9,18	0,01
9,20	0,01
9,23	0,01
9,25	0,01
9,27	0,01
9,30	0,01
9,32	0,01
9,35	0,01
9,37	0,01
9,40	0,01
9,42	0,01
9,45	0,01
9,47	0,01
9,49	0,01
9,52	0,01
9,54	0,01
9,57	0,01
9,59	0,03
9,62	0,03
9,64	0,03
9,67	0,03
9,69	0,03
9,71	0,03
9,74	0,03
9,76	0,01
9,79	0,02
9,81	0,02
9,84	0,02
9,86	0,03
9,89	0,04
9,91	0,05
9,93	0,04
9,96	0,05
9,98	0,06
10,01	0,06
10,03	0,05
10,06	0,08
10,08	0,08
10,10	0,09
10,13	0,09
10,15	0,08
10,18	0,09
10,20	0,09
10,23	0,07
10,25	0,08
10,28	0,07
10,30	0,08
10,32	0,12
10,35	0,12
10,37	0,13
10,40	0,14
10,42	0,14
10,45	0,16
10,47	0,16
10,50	0,15
10,52	0,15
10,54	0,14
10,57	0,14
10,59	0,15
10,62	0,16
10,64	0,17
10,67	0,17
10,69	0,18
10,72	0,20
10,74	0,21
10,76	0,21
10,79	0,23
10,81	0,24
10,84	0,24
10,86	0,24
10,89	0,24
10,91	0,24
10,94	0,24
10,96	0,23
10,98	0,24
11,01	0,23
11,03	0,24
11,06	0,27
11,08	0,28
11,11	0,29
11,13	0,29
11,15	0,29
11,18	0,31
11,20	0,31
11,23	0,30
11,25	0,30
11,28	0,30
11,30	0,30
11,33	0,32
11,35	0,33
11,37	0,34
11,40	0,34
11,42	0,35
11,45	0,38
11,47	0,39
11,50	0,39
11,52	0,41
11,55	0,41
11,57	0,43
11,59	0,44
11,62	0,46
11,64	0,48
11,67	0,49
11,69	0,49
11,72	0,52
11,74	0,51
11,77	0,52
11,79	0,55
11,81	0,55
11,84	0,56
11,86	0,57
11,89	0,57
11,91	0,60
11,94	0,61
11,96	0,60
11,99	0,62
12,01	0,62
12,03	0,63
12,06	0,66
12,08	0,67
12,11	0,68
12,13	0,70
12,16	0,71
12,18	0,73
12,21	0,75
12,23	0,75
12,25	0,77
12,28	0,77
12,30	0,79
12,33	0,80
12,35	0,81
12,38	0,82
12,40	0,82
12,42	0,85
12,45	0,87
12,47	0,87
12,50	0,88
12,52	0,92
12,55	0,93
12,57	0,94
12,60	0,94
12,62	0,95
12,64	0,98
12,67	0,99
12,69	0,99
12,72	1,00
12,74	1,01
12,77	1,03
12,79	1,05
12,82	1,07
12,84	1,09
12,86	1,10
12,89	1,11
12,91	1,14
12,94	1,15
12,96	1,14
12,99	1,15
13,01	1,16
13,04	1,17
13,06	1,19
13,08	1,20
13,11	1,22
13,13	1,24
13,16	1,25
13,18	1,26
13,21	1,26
13,23	1,26
13,26	1,29
13,28	1,30
13,30	1,31
13,33	1,32
13,35	1,32
13,38	1,35
13,40	1,37
13,43	1,35
13,45	1,35
13,47	1,34
13,50	1,35
13,52	1,38
13,55	1,38
13,57	1,39
13,60	1,40
13,62	1,41
13,65	1,44
13,67	1,45
13,69	1,44
13,72	1,44
13,74	1,43
13,77	1,44
13,79	1,44
13,82	1,44
13,84	1,45
13,87	1,45
13,89	1,45
13,91	1,47
13,94	1,46
13,96	1,47
13,99	1,48
14,01	1,49
14,04	1,49
14,06	1,49
14,09	1,49
14,11	1,50
14,13	1,50
14,16	1,48
14,18	1,48
14,21	1,46
14,23	1,46
14,26	1,49
14,28	1,49
14,31	1,49
14,33	1,50
14,35	1,50
14,38	1,52
14,40	1,52
14,43	1,50
14,45	1,50
14,48	1,50
14,50	1,50
14,52	1,50
14,55	1,49
14,57	1,50
14,60	1,48
14,62	1,48
14,65	1,49
14,67	1,46
14,70	1,46
14,72	1,46
14,74	1,45
14,77	1,45
14,79	1,44
14,82	1,44
14,84	1,46
14,87	1,46
14,89	1,46
14,92	1,46
14,94	1,45
14,96	1,44
14,99	1,45
15,01	1,45
15,04	1,45
15,06	1,44
15,09	1,44
15,11	1,46
15,14	1,46
15,16	1,44
15,18	1,43
15,21	1,42
15,23	1,43
15,26	1,43
15,28	1,42
15,31	1,43
15,33	1,43
15,36	1,42
15,38	1,43
15,40	1,41
15,43	1,42
15,45	1,41
15,48	1,41
15,50	1,42
15,53	1,43
15,55	1,42
15,57	1,43
15,60	1,43
15,62	1,43
15,65	1,44
15,67	1,42
15,70	1,42
15,72	1,45
15,75	1,47
15,77	1,48
15,79	1,48
15,82	1,49
15,84	1,53
15,87	1,54
15,89	1,53
15,92	1,53
15,94	1,53
15,97	1,54
15,99	1,55
16,01	1,56
16,04	1,57
16,06	1,58
16,09	1,61
16,11	1,65
16,14	1,66
16,16	1,68
16,19	1,70
16,21	1,73
16,23	1,75
16,26	1,77
16,28	1,79
16,31	1,82
16,33	1,84
16,36	1,86
16,38	1,88
16,41	1,89
16,43	1,92
16,45	1,98
16,48	2,01
16,50	2,05
16,53	2,09
16,55	2,13
16,58	2,19
16,60	2,22
16,63	2,23
16,65	2,26
16,67	2,28
16,70	2,32
16,72	2,35
16,75	2,38
16,77	2,42
16,80	2,47
16,82	2,51
16,84	2,57
16,87	2,62
16,89	2,67
16,92	2,70
16,94	2,74
16,97	2,79
16,99	2,82
17,02	2,85
17,04	2,89
17,06	2,92
17,09	2,97
17,11	3,02
17,14	3,05
17,16	3,10
17,19	3,17
17,21	3,22
17,24	3,27
17,26	3,30
17,28	3,34
17,31	3,42
17,33	3,46
17,36	3,47
17,38	3,51
17,41	3,54
17,43	3,58
17,46	3,61
17,48	3,64
17,50	3,68
17,53	3,71
17,55	3,75
17,58	3,80
17,60	3,83
17,63	3,87
17,65	3,90
17,68	3,93
17,70	3,98
17,72	4,00
17,75	4,01
17,77	4,04
17,80	4,06
17,82	4,09
17,85	4,11
17,87	4,13
17,89	4,16
17,92	4,21
17,94	4,23
17,97	4,25
17,99	4,26
18,02	4,28
18,04	4,31
18,07	4,32
18,09	4,31
18,11	4,32
18,14	4,33
18,16	4,34
18,19	4,35
18,21	4,36
18,24	4,37
18,26	4,38
18,29	4,38
18,31	4,39
18,33	4,39
18,36	4,39
18,38	4,38
18,41	4,38
18,43	4,38
18,46	4,37
18,48	4,37
18,51	4,36
18,53	4,35
18,55	4,34
18,58	4,33
18,60	4,31
18,63	4,31
18,65	4,31
18,68	4,30
18,70	4,29
18,73	4,28
18,75	4,27
18,77	4,27
18,80	4,25
18,82	4,22
18,85	4,19
18,87	4,15
18,90	4,13
18,92	4,11
18,94	4,08
18,97	4,06
18,99	4,04
19,02	4,02
19,04	4,03
19,07	4,01
19,09	3,99
19,12	3,96
19,14	3,92
19,16	3,90
19,19	3,87
19,21	3,83
19,24	3,79
19,26	3,76
19,29	3,73
19,31	3,73
19,34	3,70
19,36	3,68
19,38	3,65
19,41	3,63
19,43	3,61
19,46	3,58
19,48	3,53
19,51	3,52
19,53	3,48
19,56	3,45
19,58	3,41
19,60	3,36
19,63	3,34
19,65	3,31
19,68	3,28
19,70	3,27
19,73	3,24
19,75	3,22
19,78	3,22
19,80	3,20
19,82	3,17
19,85	3,14
19,87	3,11
19,90	3,10
19,92	3,07
19,95	3,04
19,97	3,02
19,99	3,00
20,02	2,99
20,04	2,98
20,07	2,96
20,09	2,95
20,12	2,93
20,14	2,91
20,17	2,91
20,19	2,89
20,21	2,87
20,24	2,89
20,26	2,87
20,29	2,87
20,31	2,87
20,34	2,84
20,36	2,85
20,39	2,84
20,41	2,81
20,43	2,82
20,46	2,81
20,48	2,81
20,51	2,85
20,53	2,86
20,56	2,88
20,58	2,89
20,61	2,91
20,63	2,94
20,65	2,96
20,68	2,97
20,70	3,00
20,73	3,01
20,75	3,04
20,78	3,06
20,80	3,09
20,83	3,12
20,85	3,15
20,87	3,19
20,90	3,24
20,92	3,28
20,95	3,32
20,97	3,39
21,00	3,44
21,02	3,49
21,05	3,53
21,07	3,57
21,09	3,63
21,12	3,69
21,14	3,72
21,17	3,79
21,19	3,85
21,22	3,94
21,24	4,04
21,26	4,12
21,29	4,21
21,31	4,29
21,34	4,36
21,36	4,44
21,39	4,51
21,41	4,59
21,44	4,66
21,46	4,75
21,48	4,83
21,51	4,94
21,53	5,04
21,56	5,13
21,58	5,23
21,61	5,33
21,63	5,44
21,66	5,53
21,68	5,60
21,70	5,72
21,73	5,81
21,75	5,90
21,78	5,99
21,80	6,06
21,83	6,17
21,85	6,28
21,88	6,37
21,90	6,48
21,92	6,58
21,95	6,69
21,97	6,83
22,00	6,92
22,02	7,01
22,05	7,10
22,07	7,18
22,10	7,27
22,12	7,35
22,14	7,42
22,17	7,51
22,19	7,59
22,22	7,68
22,24	7,77
22,27	7,86
22,29	7,96
22,31	8,04
22,34	8,11
22,36	8,19
22,39	8,25
22,41	8,30
22,44	8,38
22,46	8,43
22,49	8,47
22,51	8,53
22,53	8,56
22,56	8,62
22,58	8,67
22,61	8,70
22,63	8,76
22,66	8,80
22,68	8,83
22,71	8,90
22,73	8,94
22,75	8,96
22,78	8,97
22,80	8,99
22,83	9,01
22,85	9,04
22,88	9,03
22,90	9,04
22,93	9,05
22,95	9,07
22,97	9,08
23,00	9,09
23,02	9,09
23,05	9,09
23,07	9,07
23,10	9,09
23,12	9,07
23,15	9,03
23,17	9,03
23,19	8,99
23,22	8,97
23,24	8,93
23,27	8,87
23,29	8,84
23,32	8,80
23,34	8,74
23,36	8,71
23,39	8,66
23,41	8,62
23,44	8,62
23,46	8,57
23,49	8,52
23,51	8,48
23,54	8,42
23,56	8,38
23,58	8,31
23,61	8,23
23,63	8,16
23,66	8,09
23,68	8,02
23,71	7,97
23,73	7,92
23,76	7,88
23,78	7,82
23,80	7,76
23,83	7,71
23,85	7,64
23,88	7,57
23,90	7,50
23,93	7,41
23,95	7,33
23,98	7,24
24,00	7,16
24,02	7,07
24,05	6,99
24,07	6,91
24,10	6,85
24,12	6,77
24,15	6,70
24,17	6,67
24,20	6,60
24,22	6,53
24,24	6,45
24,27	6,37
24,29	6,31
24,32	6,23
24,34	6,13
24,37	6,06
24,39	5,98
24,42	5,92
24,44	5,86
24,46	5,81
24,49	5,76
24,51	5,69
24,54	5,63
24,56	5,58
24,59	5,51
24,61	5,44
24,63	5,37
24,66	5,30
24,68	5,24
24,71	5,20
24,73	5,15
24,76	5,11
24,78	5,06
24,81	5,03
24,83	5,00
24,85	4,94
24,88	4,90
24,90	4,87
24,93	4,83
24,95	4,81
24,98	4,78
25,00	4,75
25,03	4,75
25,05	4,73
25,07	4,70
25,10	4,68
25,12	4,66
25,15	4,65
25,17	4,65
25,20	4,64
25,22	4,64
25,25	4,64
25,27	4,64
25,29	4,66
25,32	4,68
25,34	4,68
25,37	4,70
25,39	4,70
25,42	4,73
25,44	4,75
25,47	4,77
25,49	4,81
25,51	4,85
25,54	4,90
25,56	4,96
25,59	5,00
25,61	5,07
25,64	5,15
25,66	5,22
25,68	5,30
25,71	5,38
25,73	5,44
25,76	5,53
25,78	5,60
25,81	5,66
25,83	5,76
25,86	5,82
25,88	5,92
25,90	6,06
25,93	6,18
25,95	6,31
25,98	6,44
26,00	6,56
26,03	6,72
26,05	6,86
26,08	6,97
26,10	7,09
26,12	7,21
26,15	7,35
26,17	7,48
26,20	7,62
26,22	7,78
26,25	7,95
26,27	8,12
26,30	8,32
26,32	8,49
26,34	8,69
26,37	8,89
26,39	9,08
26,42	9,25
26,44	9,42
26,47	9,57
26,49	9,76
26,52	9,93
26,54	10,09
26,56	10,27
26,59	10,46
26,61	10,67
26,64	10,91
26,66	11,11
26,69	11,30
26,71	11,50
26,73	11,69
26,76	11,88
26,78	12,04
26,81	12,17
26,83	12,33
26,86	12,50
26,88	12,66
26,91	12,82
26,93	13,00
26,95	13,18
26,98	13,36
27,00	13,54
27,03	13,72
27,05	13,86
27,08	14,02
27,10	14,16
27,13	14,30
27,15	14,43
27,17	14,55
27,20	14,68
27,22	14,82
27,25	14,93
27,27	15,04
27,30	15,18
27,32	15,29
27,35	15,39
27,37	15,51
27,39	15,62
27,42	15,73
27,44	15,82
27,47	15,88
27,49	15,97
27,52	16,04
27,54	16,08
27,57	16,13
27,59	16,16
27,61	16,20
27,64	16,23
27,66	16,26
27,69	16,30
27,71	16,32
27,74	16,33
27,76	16,36
27,78	16,36
27,81	16,37
27,83	16,36
27,86	16,33
27,88	16,32
27,91	16,30
27,93	16,27
27,96	16,25
27,98	16,21
28,00	16,17
28,03	16,13
28,05	16,06
28,08	15,99
28,10	15,94
28,13	15,87
28,15	15,81
28,18	15,74
28,20	15,66
28,22	15,60
28,25	15,52
28,27	15,42
28,30	15,32
28,32	15,21
28,35	15,12
28,37	15,02
28,40	14,90
28,42	14,79
28,44	14,66
28,47	14,55
28,49	14,44
28,52	14,30
28,54	14,18
28,57	14,06
28,59	13,93
28,62	13,81
28,64	13,68
28,66	13,53
28,69	13,41
28,71	13,25
28,74	13,11
28,76	12,97
28,79	12,82
28,81	12,70
28,84	12,59
28,86	12,45
28,88	12,34
28,91	12,21
28,93	12,08
28,96	11,94
28,98	11,78
29,01	11,60
29,03	11,44
29,05	11,26
29,08	11,11
29,10	10,96
29,13	10,81
29,15	10,70
29,18	10,58
29,20	10,46
29,23	10,36
29,25	10,23
29,27	10,11
29,30	9,97
29,32	9,82
29,35	9,69
29,37	9,55
29,40	9,42
29,42	9,31
29,45	9,19
29,47	9,10
29,49	9,00
29,52	8,89
29,54	8,80
29,57	8,72
29,59	8,64
29,62	8,56
29,64	8,46
29,67	8,36
29,69	8,30
29,71	8,21
29,74	8,11
29,76	8,03
29,79	7,95
29,81	7,90
29,84	7,84
29,86	7,78
29,89	7,74
29,91	7,70
29,93	7,65
29,96	7,65
29,98	7,60
30,01	7,58
30,03	7,55
30,06	7,54
30,08	7,53
30,10	7,52
30,13	7,51
30,15	7,52
30,18	7,53
30,20	7,54
30,23	7,56
30,25	7,58
30,28	7,61
30,30	7,67
30,32	7,72
30,35	7,78
30,37	7,85
30,40	7,91
30,42	8,01
30,45	8,09
30,47	8,16
30,50	8,24
30,52	8,31
30,54	8,40
30,57	8,50
30,59	8,59
30,62	8,70
30,64	8,81
30,67	8,95
30,69	9,12
30,72	9,28
30,74	9,46
30,76	9,66
30,79	9,85
30,81	10,03
30,84	10,21
30,86	10,39
30,89	10,57
30,91	10,74
30,94	10,93
30,96	11,12
30,98	11,33
31,01	11,56
31,03	11,81
31,06	12,06
31,08	12,33
31,11	12,58
31,13	12,86
31,15	13,14
31,18	13,38
31,20	13,62
31,23	13,87
31,25	14,09
31,28	14,35
31,30	14,60
31,33	14,87
31,35	15,16
31,37	15,46
31,40	15,79
31,42	16,15
31,45	16,47
31,47	16,80
31,50	17,11
31,52	17,40
31,55	17,70
31,57	17,98
31,59	18,25
31,62	18,55
31,64	18,82
31,67	19,15
31,69	19,48
31,72	19,79
31,74	20,10
31,77	20,42
31,79	20,73
31,81	21,06
31,84	21,32
31,86	21,59
31,89	21,87
31,91	22,13
31,94	22,37
31,96	22,63
31,99	22,85
32,01	23,13
32,03	23,40
32,06	23,65
32,08	23,92
32,11	24,18
32,13	24,42
32,16	24,67
32,18	24,85
32,20	25,05
32,23	25,23
32,25	25,40
32,28	25,58
32,30	25,74
32,33	25,90
32,35	26,10
32,38	26,25
32,40	26,40
32,42	26,54
32,45	26,67
32,47	26,80
32,50	26,90
32,52	26,98
32,55	27,07
32,57	27,16
32,60	27,22
32,62	27,31
32,64	27,35
32,67	27,40
32,69	27,45
32,72	27,46
32,74	27,48
32,77	27,50
32,79	27,48
32,82	27,47
32,84	27,43
32,86	27,38
32,89	27,38
32,91	27,34
32,94	27,29
32,96	27,22
32,99	27,15
33,01	27,09
33,04	27,02
33,06	26,90
33,08	26,81
33,11	26,71
33,13	26,60
33,16	26,48
33,18	26,36
33,21	26,23
33,23	26,09
33,26	25,96
33,28	25,80
33,30	25,65
33,33	25,49
33,35	25,36
33,38	25,17
33,40	24,97
33,43	24,78
33,45	24,56
33,47	24,36
33,50	24,14
33,52	23,91
33,55	23,74
33,57	23,56
33,60	23,37
33,62	23,23
33,65	23,03
33,67	22,84
33,69	22,64
33,72	22,42
33,74	22,19
33,77	21,96
33,79	21,70
33,82	21,46
33,84	21,21
33,87	21,01
33,89	20,81
33,91	20,62
33,94	20,42
33,96	20,23
33,99	20,03
34,01	19,85
34,04	19,61
34,06	19,38
34,09	19,17
34,11	18,91
34,13	18,66
34,16	18,43
34,18	18,17
34,21	17,97
34,23	17,75
34,26	17,54
34,28	17,38
34,31	17,20
34,33	17,03
34,35	16,90
34,38	16,72
34,40	16,52
34,43	16,33
34,45	16,14
34,48	15,98
34,50	15,78
34,52	15,60
34,55	15,46
34,57	15,33
34,60	15,20
34,62	15,09
34,65	14,97
34,67	14,87
34,70	14,76
34,72	14,64
34,74	14,54
34,77	14,44
34,79	14,32
34,82	14,26
34,84	14,18
34,87	14,11
34,89	14,05
34,92	13,97
34,94	13,93
34,96	13,89
34,99	13,84
35,01	13,83
35,04	13,81
35,06	13,79
35,09	13,84
35,11	13,86
35,14	13,89
35,16	13,92
35,18	13,96
35,21	14,02
35,23	14,07
35,26	14,10
35,28	14,18
35,31	14,25
35,33	14,35
35,36	14,46
35,38	14,58
35,40	14,73
35,43	14,88
35,45	15,02
35,48	15,19
35,50	15,36
35,53	15,53
35,55	15,74
35,57	15,90
35,60	16,07
35,62	16,27
35,65	16,49
35,67	16,72
35,70	16,96
35,72	17,20
35,75	17,51
35,77	17,81
35,79	18,12
35,82	18,45
35,84	18,78
35,87	19,13
35,89	19,49
35,92	19,80
35,94	20,14
35,97	20,48
35,99	20,82
36,01	21,18
36,04	21,54
36,06	21,90
36,09	22,35
36,11	22,80
36,14	23,29
36,16	23,76
36,19	24,25
36,21	24,77
36,23	25,29
36,26	25,72
36,28	26,17
36,31	26,61
36,33	27,06
36,36	27,51
36,38	27,97
36,41	28,41
36,43	28,97
36,45	29,50
36,48	30,05
36,50	30,60
36,53	31,17
36,55	31,75
36,58	32,32
36,60	32,80
36,62	33,27
36,65	33,76
36,67	34,25
36,70	34,70
36,72	35,16
36,75	35,63
36,77	36,22
36,80	36,79
36,82	37,36
36,84	37,91
36,87	38,48
36,89	39,03
36,92	39,48
36,94	39,94
36,97	40,37
36,99	40,78
37,02	41,22
37,04	41,64
37,06	42,06
37,09	42,55
37,11	43,02
37,14	43,49
37,16	43,97
37,19	44,41
37,21	44,87
37,24	45,27
37,26	45,61
37,28	45,96
37,31	46,29
37,33	46,62
37,36	46,93
37,38	47,22
37,41	47,54
37,43	47,86
37,46	48,17
37,48	48,49
37,50	48,76
37,53	49,05
37,55	49,29
37,58	49,49
37,60	49,70
37,63	49,81
37,65	49,91
37,68	49,97
37,70	49,99
37,72	49,99
37,75	49,99
37,77	49,99
37,80	49,99
37,82	49,99
37,85	49,99
37,87	49,99
37,89	49,99
37,92	49,99
37,94	49,99
37,97	49,99
37,99	49,99
38,02	49,99
38,04	49,99
38,07	49,99
38,09	49,99
38,11	49,99
38,14	49,99
38,16	49,99
38,19	49,99
38,21	49,99
38,24	49,99
38,26	49,99
38,29	49,99
38,31	49,99
38,33	49,97
38,36	49,91
38,38	49,82
38,41	49,72
38,43	49,57
38,46	49,38
38,48	49,17
38,51	48,95
38,53	48,73
38,55	48,49
38,58	48,26
38,60	47,99
38,63	47,77
38,65	47,57
38,68	47,36
38,70	47,12
38,73	46,92
38,75	46,66
38,77	46,42
38,80	46,17
38,82	45,90
38,85	45,59
38,87	45,33
38,90	45,05
38,92	44,79
38,94	44,52
38,97	44,27
38,99	43,99
39,02	43,78
39,04	43,54
39,07	43,27
39,09	43,02
39,12	42,80
39,14	42,55
39,16	42,30
39,19	42,00
39,21	41,72
39,24	41,47
39,26	41,22
39,29	40,97
39,31	40,74
39,34	40,54
39,36	40,36
39,38	40,18
39,41	39,98
39,43	39,79
39,46	39,63
39,48	39,45
39,51	39,25
39,53	39,08
39,56	38,92
39,58	38,79
39,60	38,68
39,63	38,53
39,65	38,45
39,68	38,36
39,70	38,26
39,73	38,21
39,75	38,16
39,78	38,12
39,80	38,09
39,82	38,05
39,85	38,04
39,87	38,08
39,90	38,09
39,92	38,12
39,95	38,19
39,97	38,26
39,99	38,36
40,02	38,44
40,04	38,53
40,07	38,67
40,09	38,79
40,12	38,96
40,14	39,17
40,17	39,38
40,19	39,64
40,21	39,92
40,24	40,26
40,26	40,59
40,29	40,96
40,31	41,29
40,34	41,66
40,36	42,02
40,39	42,41
40,41	42,85
40,43	43,30
40,46	43,77
40,48	44,37
40,51	44,98
40,53	45,67
40,56	46,39
40,58	47,16
40,61	47,91
40,63	48,55
40,65	49,05
40,68	49,48
40,70	49,79
40,73	49,97
40,75	49,99
40,78	49,99
40,80	49,99
40,83	49,99
40,85	49,99
40,87	49,99
40,90	49,99
40,92	49,99
40,95	49,99
40,97	49,99
41,00	49,99
41,02	49,99
41,05	49,99
41,07	49,99
41,09	49,99
41,12	49,99
41,14	49,99
41,17	49,99
41,19	49,99
41,22	49,99
41,24	49,99
41,26	49,99
41,29	49,99
41,31	49,99
41,34	49,99
41,36	49,99
41,39	49,99
41,41	49,99
41,44	49,99
41,46	49,99
41,48	49,99
41,51	49,99
41,53	49,99
41,56	49,99
41,58	49,99
41,61	49,99
41,63	49,99
41,66	49,99
41,68	49,99
41,70	49,99
41,73	49,99
41,75	49,99
41,78	49,99
41,80	49,99
41,83	49,99
41,85	49,99
41,88	49,99
41,90	49,99
41,92	49,99
41,95	49,99
41,97	49,99
42,00	49,99
42,02	49,99
42,05	49,99
42,07	49,99
42,10	49,99
42,12	49,99
42,14	49,99
42,17	49,99
42,19	49,99
42,22	49,99
42,24	49,99
42,27	49,99
42,29	49,99
42,31	49,99
42,34	49,99
42,36	49,99
42,39	49,99
42,41	49,99
42,44	49,99
42,46	49,99
42,49	49,99
42,51	49,99
42,53	49,99
42,56	49,99
