10	3.61
5	3.53
0	3.43
-5	3.31
-10	3.19
-15	3.06
-20	2.94
-25	2.81
-30	2.69
-35	2.6
-40	2.49
-45	2.41
-50	2.35
-55	2.32
-60	2.3
-65	2.31
-70	2.34
-75	2.38
-80	2.46
-85	2.55
-90	2.66
-95	2.78
-100	2.89
-105	3.01
-110	3.14
-115	3.27
-120	3.38
-125	3.48
-130	3.58
-135	3.66
-140	3.72
-145	3.75
-150	3.77
-155	3.76
-160	3.73
-165	3.68
-170	3.61
